YEAR,SUB_REG,ST,SP_CODE,MODE_FX,AREA_X,ESTCLAIM,ESTCLVAR,ESTHARV,ESTHVAR,LANDING,LAND_VAR,ESTREL,ESTRLVAR,TOT_CAT,TOT_VAR,LBS_AB1,VAR_LBS,WGT_AB1,VAR_WAB1,MISS_FISH,ALT_FLAG,wave,MODE,AREA,STATUS,DOWNLOAD
2010,4,33,8850030302,4,2,4018.3008512,18507205.208,0,0,4018.3008512,18507205.208,0,0,4018.3008512,18507205.208,2569.1426564,7565408.4748,1165.3554642,1556584.7648,0,0,7,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2010,4,33,8850030302,5,1,0,0,2054.6522495,745966.82549,2054.6522495,745966.82549,52.855636117,2098.7524519,2107.5078856,753494.15334,1059.5097316,195372.55061,480.59046157,40197.953192,0,0,7,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2010,4,33,8850030302,5,2,0,0,637.4892995,450711.34661,637.4892995,450711.34661,0,0,637.4892995,450711.34661,257.65830011,73627.654757,116.87303824,15148.90915,0,0,7,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2010,4,33,8850030302,7,1,216022.68568,7259792152.1,364908.73633,22990080496,580931.42202,24757645160,45189.026856,291106149.61,626120.44887,26348743478,371999.32298,12088145362,168737.78598,2487139057.8,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2010,4,33,8850030302,7,2,1600.8793488,2576027.0429,66620.170209,461805375.63,68221.049557,471150636.67,7784.4767538,20626050.754,76005.526311,541552824.13,43186.754818,192847341.81,19589.383479,39678390.823,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2010,4,33,8850030302,7,5,150.46176763,24312.302798,30993.340947,169000589.77,31143.802715,169432196.1,6250.7065004,11230694.835,37394.509216,212165974.38,20423.23119,73739627.529,9263.9168964,15171947.577,0,0,7,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2010,4,44,8850030302,7,1,0,0,877.81416771,798898.89114,877.81416771,798898.89114,0,0,877.81416771,798898.89114,290.28436712,87364.288156,131.67212516,17975.225051,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2010,5,34,8850030302,4,1,63.082464728,148.98496787,0,0,63.082464728,148.98496787,0,0,63.082464728,148.98496787,20.860740261,16.292381687,9.4623697091,3.352161777,0,0,7,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,4,23,8850030302,3,1,992918.52747,344928819710,528675.20547,50360995314,1521593.7329,598879825713,576371.69951,202141311103,2097965.4324,1.433848E12,702264.30952,140143461420,318545.00114,28834553701,0,0,7,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,4,23,8850030302,3,5,0,0,44341.441371,1943065558,44341.441371,1943065558,0,0,44341.441371,1943065558,35173.641275,1223503602.1,15954.65902,251736184.91,0,0,7,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2011,4,23,8850030302,5,1,1879.1963612,2910896.5562,44262.971912,276023511.33,46142.168273,293693937.04,11998.860111,117511778.46,58141.028384,498433782.12,16658.971252,33817322.453,7556.4597895,6957922.9057,0,0,7,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,4,23,8850030302,5,2,491.08832159,210481.76119,11830.609809,36940506.046,12321.69813,37150987.807,3365.2619292,2886302.6959,15686.960059,45854765.086,4748.5115452,4669168.8976,2153.9107073,960682.71721,0,0,7,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2011,4,23,8850030302,5,5,5711.5925787,27097032.04,10197.743258,23876678.933,15909.335837,77361771.537,6857.5204301,28988086.889,22766.856267,80751807.538,5314.0880743,7981880.1515,2410.4545379,1642273.9208,0,0,7,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2011,4,23,8850030302,7,1,566847.22503,37581026708,1586188.8207,227357709775,2153036.0458,308248840489,494633.69988,57634059905,2647669.7456,511296398576,879802.56878,57355640330,399075.82726,11800937942,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,4,23,8850030302,7,2,0,0,567836.80034,50971639013,567836.80034,50971639013,7903.4213566,23484839.805,575740.2217,52690449578,190365.76226,4921988128,86349.343309,1012700339.8,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2011,4,23,8850030302,7,5,137727.6922,3099717410.2,916614.14968,80352210255,1054341.8419,99221788735,113856.62021,3583311437.9,1168198.4621,115912272660,668761.0404,43777865982,303348.01796,9007307331.9,0,0,7,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2011,4,25,8850030302,3,5,0,0,44917.720697,1233361288.3,44917.720697,1233361288.3,3283.3568555,11769334.306,48201.077552,1271406538.6,27021.580323,515183844.05,12256.908429,105999210.14,0,0,7,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2011,4,25,8850030302,4,2,54.891984187,2513.3307488,0,0,54.891984187,2513.3307488,155.48171369,20164.637673,210.37369787,36916.002542,48.405947335,1954.4710113,21.956793675,402.13291981,0,0,7,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2011,4,25,8850030302,5,1,0,0,30348.835198,590860100.14,30348.835198,590860100.14,0,0,30348.835198,590860100.14,14486.587183,133466635.14,6571.0728399,27460794.955,0,0,7,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,4,25,8850030302,7,1,0,0,2965016.892,884126164537,2965016.892,884126164537,217363.17845,38433971160,3182380.0704,946479667025,1663370.5827,270916163480,754499.94681,55741071223,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,4,25,8850030302,7,2,0,0,617225.25317,106965719020,617225.25317,106965719020,10923.636538,80498106.164,628148.88971,107075358886,341967.90543,32628090683,155115.62434,6713238159.2,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2011,4,25,8850030302,7,5,16808.496452,289638990.37,3237005.9524,1.4731417E12,3253814.4489,1.4738969E12,29765.198891,216049154.88,3283579.6478,1.4733486E12,2421158.5806,919907873619,1098230.3278,189271284677,0,0,7,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2011,4,33,8850030302,3,1,0,0,13862.625071,74093665.141,13862.625071,74093665.141,321.44212168,104934.82292,14184.067193,74202329.379,5616.0644591,14177591.051,2547.4301275,2917043.0527,0,0,7,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,4,33,8850030302,3,5,92281.06091,2109849489.2,48033.338244,1087335300.4,140314.39915,4929014825,969.85650829,939713.90473,141284.25566,4916580873,46847.458615,511205339.88,21249.867829,105180631.87,0,0,7,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2011,4,33,8850030302,4,1,108767.29216,269740066.07,5935.0559076,22943069.743,114702.34807,244796546.86,21139.577778,164527775.07,135841.92584,628814938.73,38416.395096,22765528.067,17425.562504,4684013.3312,0,0,7,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,4,33,8850030302,4,2,1049.031032,1146054.3233,0,0,1049.031032,1146054.3233,543.91867241,232304.75496,1592.9497044,2398549.2406,259.23381176,69986.105042,117.58768564,14399.659347,0,0,7,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2011,4,33,8850030302,5,1,0,0,13008.44844,17233437.223,13008.44844,17233437.223,852.36682547,426220.8142,13860.815265,18900437.332,5958.6064995,3727774.0863,2702.8061778,766990.48953,0,0,7,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,4,33,8850030302,5,2,0,0,656.24922811,361228.37689,656.24922811,361228.37689,0,0,656.24922811,361228.37689,256.82001492,50819.724643,116.49279458,10456.171586,0,0,7,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2011,4,33,8850030302,7,1,385811.23833,16159961444,1980286.605,641940745893,2366097.8433,625813744279,276464.46016,8734765290.1,2642562.3035,638922704831,768584.45246,62542690494,348627.62064,12868174864,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,4,33,8850030302,7,2,15179.224287,57771471.656,64566.942601,875240859.13,79746.166888,878501604.86,16041.761265,60009009.084,95787.928153,1021788111.2,24729.884362,80430398.001,11217.40196,16548575.345,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2011,4,33,8850030302,7,5,67596.934837,1490211280.3,430362.40993,24996489141,497959.34477,26188422792,74562.757197,1538908440.9,572522.10197,31456630559,171289.76042,4464927608.5,77696.52564,918660018.78,0,0,7,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2011,5,24,8850030302,4,2,0,0,0,0,0,0,8.744967,52.924105475,8.744967,52.924105475,0,0,0,0,0,0,7,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2011,5,51,8850030302,5,2,27.487657159,791.48924985,549.75314319,316595.69994,577.24080035,349046.75919,0,0,577.24080035,349046.75919,190.88776027,38170.314151,86.586120052,7853.5520817,0,0,7,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2011,6,37,8850030302,5,2,15.581291729,256.77793282,0,0,15.581291729,256.77793282,0,0,15.581291729,256.77793282,89.311340941,8436.53282,40.511358496,1735.8188258,0,0,7,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,23,8850030302,3,1,292673.18602,19120337066,163094.98103,5794712968.8,455768.16705,36221832883,30897.200462,511103450.9,486665.36751,37037986944,189630.61496,8375231750.5,86015.88268,1723206114.8,0,0,7,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,23,8850030302,3,5,0,0,16550.677984,239296596.8,16550.677984,239296596.8,10926.238098,96015614.482,27476.916083,638158542.39,4702.7318831,20030984.518,2133.1451887,4121380.2835,0,0,7,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2012,4,23,8850030302,4,1,2186.043022,7114.3537687,0,0,2186.043022,7114.3537687,809.11981982,974.63886804,2995.1628418,13355.46231,697.41780035,724.10926313,316.346639,148.98566955,0,0,7,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,23,8850030302,4,2,3674.839662,378804.23198,57.003568297,106.59631998,3731.8432303,376862.40046,2409.8656035,111140.31495,6141.7088338,889139.35109,1347.7927848,30088.508401,611.35479671,6190.718443,0,0,7,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,23,8850030302,5,1,0,0,12284.020114,27668138.9,12284.020114,27668138.9,1408.8389353,572203.73439,13692.859049,28870331.696,5138.209959,5432957.4554,2330.6767482,1117832.412,0,0,7,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,23,8850030302,5,2,371.65333117,95350.015457,1051.7346259,489490.04334,1423.3879571,502209.84736,2007.283228,3216415.609,3430.6711851,3606081.319,523.12538244,90484.985177,237.28811686,18617.309276,0,0,7,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,23,8850030302,5,5,0,0,8859.3499955,39248427.737,8859.3499955,39248427.737,0,0,8859.3499955,39248427.737,2601.8398633,3441991.7069,1180.18682,708190.69049,0,0,7,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,4,23,8850030302,7,1,490866.47387,21661576050,2301277.8084,314602254484,2792144.2823,364518625602,672493.63688,39896331226,3464637.9191,459376037109,1289647.0871,65920168228,584980.08123,13563091788,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,23,8850030302,7,2,262741.55511,27897272319,222114.9164,10984601682,484856.47151,36503185317,0,0,484856.47151,36503185317,222443.03885,8335439227.3,100899.50052,1715018792.8,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,23,8850030302,7,5,11889.072524,139483606.78,127711.47066,3030439229.2,139600.54318,4127959759.8,17581.381279,133706469.04,157181.92446,5144588787.7,64233.536629,896750235.49,29136.141082,184506594.6,0,0,7,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,4,25,8850030302,3,5,0,0,63846.910649,3805125957.4,63846.910649,3805125957.4,0,0,63846.910649,3805125957.4,17594.612402,288967279.68,7980.8638311,59455093.085,0,0,7,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2012,4,25,8850030302,4,1,22.230129929,385.94279248,0,0,22.230129929,385.94279248,0,0,22.230129929,385.94279248,19.603417777,300.12524228,8.8920519718,61.750846797,0,0,7,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,25,8850030302,4,2,666.83755941,394481.92057,0,0,666.83755941,394481.92057,67.009875357,3983.4981287,733.84743476,477747.64855,365.30892003,118387.96378,165.70303911,24358.354393,0,0,7,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,25,8850030302,5,2,0,0,0,0,0,0,3197.4352023,109079.40492,3197.4352023,109079.40492,0,0,0,0,0,0,7,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,25,8850030302,5,5,0,0,1588.3922945,2495441.3658,1588.3922945,2495441.3658,0,0,1588.3922945,2495441.3658,773.07141721,591113.74707,350.6628945,121621.80747,0,0,7,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,4,25,8850030302,7,1,19575.128226,114368413.97,2158560.1723,657525199384,2178135.3005,660656964962,57137.957122,1710917690.6,2235273.2577,672046615964,1397683.883,244630778969,633985.25039,50332846511,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,25,8850030302,7,2,0,0,295837.53874,12101440676,295837.53874,12101440676,141242.36296,6540548126.2,437079.9017,25977841585,203491.03887,6229088764.7,92302.929723,1281636636.3,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,25,8850030302,7,5,0,0,1625307.0482,215308732353,1625307.0482,215308732353,201571.30363,17764038564,1826878.3519,284297951380,915339.62542,67616604837,415195.33041,13912134063,0,0,7,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,4,33,8850030302,3,1,1952.7708601,2185145.9534,10551.238912,55697435.524,12504.009772,60320672.645,109.56166876,12452.290107,12613.571441,60103289.27,7754.2619922,18918227.354,3517.3101661,3892430.2072,0,0,7,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,33,8850030302,3,5,60211.03557,1798939716.5,75400.235057,2483577801.8,135611.27063,7597205587,0,0,135611.27063,7597205587,89192.092922,3794000384.9,40457.26795,780616567.71,0,0,7,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2012,4,33,8850030302,4,1,98646.927951,230560419.7,2017.2739184,1345777.3305,100664.20187,240755531.32,22674.763168,31253708.253,123338.96504,425729436.74,29540.029618,18428957.231,13399.269535,3791762.7519,0,0,7,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,33,8850030302,4,2,311.66907792,17439.316194,0,0,311.66907792,17439.316194,531.74904912,155882.8586,843.41812704,193524.46766,148.51945054,3434.7605053,67.367980833,706.70286888,0,0,7,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,33,8850030302,5,1,0,0,1103.1914815,518530.76665,1103.1914815,518530.76665,51.304756988,2687.8912881,1154.4962385,539808.59211,425.23483952,83494.334291,192.88525788,17178.981035,0,0,7,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,33,8850030302,5,2,0,0,0,0,0,0,11.011936022,123.91987556,11.011936022,123.91987556,0,0,0,0,0,0,7,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,33,8850030302,7,1,163073.86492,3264538767.4,1222001.3733,196061686498,1385075.2382,237169782551,63758.971279,987310837.51,1448834.2095,234728373747,566736.2618,29472747703,257069.88197,6064025518.9,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,33,8850030302,7,2,35009.991167,228692378.5,328155.99349,22894374792,363165.98466,23485989198,167607.00214,10656531100,530772.9868,33466446565,113647.50494,2084190518.2,51550.170073,428822742.14,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,33,8850030302,7,5,86036.007988,1389772477.1,275670.82102,15260417615,361706.82901,21328017946,57518.934953,1550333040.1,419225.76396,24438571503,127858.94905,3117462601.6,57996.438834,641418742.53,0,0,7,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,4,44,8850030302,7,1,0,0,0,0,0,0,2048.4660701,4269470.8101,2048.4660701,4269470.8101,0,0,0,0,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,5,10,8850030302,4,2,0,0,0,0,0,0,68.373066094,5113.6348394,68.373066094,5113.6348394,0,0,0,0,0,0,7,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,5,24,8850030302,4,2,0,0,0,0,0,0,100.32354089,4850.2967445,100.32354089,4850.2967445,0,0,0,0,0,0,7,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,5,36,8850030302,7,5,0,0,10654.491524,115586086.46,10654.491524,115586086.46,0,0,10654.491524,115586086.46,7751.3343642,61177685.906,3515.9822028,12587324.815,0,0,7,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,6,37,8850030302,7,1,0,0,299.61561802,84909.306006,299.61561802,84909.306006,0,0,299.61561802,84909.306006,1717.3847379,2789726.2782,779.00060686,573986.9086,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,6,37,8850030302,7,2,0,0,7094.3696907,51555118.782,7094.3696907,51555118.782,0,0,7094.3696907,51555118.782,40664.643292,1693862268,18445.361196,348512602.97,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,4,9,8850030302,3,1,0,0,9924.1183501,110408257.15,9924.1183501,110408257.15,0,0,9924.1183501,110408257.15,2461.3550229,6791507.8253,1116.4633144,1397354.5046,0,0,7,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,9,8850030302,3,5,0,0,45180.835564,1957627749.2,45180.835564,1957627749.2,0,0,45180.835564,1957627749.2,12948.737111,160796437.74,5873.5086234,33083908.961,0,0,7,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2013,4,9,8850030302,7,5,0,0,12647.002399,158175925.73,12647.002399,158175925.73,8431.3349329,70300411.437,21078.337332,439377571.48,6171.5514376,37666380.479,2799.397368,7749867.5974,0,0,7,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,4,23,8850030302,3,1,346933.78103,8775412106.6,251341.86002,8692614507.6,598275.64104,11890344310,118159.44753,927538002.69,716435.08857,15480609261,185427.9401,1239354659.6,84109.561872,254997544.11,0,0,7,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,23,8850030302,3,5,3111.9704315,9907829.0116,7767.8738143,58194302.717,10879.844246,72727851.265,4135.325218,15431249.914,15015.169464,87424582.328,2398.5704624,3534763.5075,1087.9844246,727278.51265,0,0,7,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2013,4,23,8850030302,4,1,1508.7354449,428500.36763,0,0,1508.7354449,428500.36763,0,0,1508.7354449,428500.36763,979.31777913,180539.52275,444.21563056,37146.053846,0,0,7,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,23,8850030302,4,2,0,0,0,0,0,0,134.04844565,4861.9135763,134.04844565,4861.9135763,0,0,0,0,0,0,7,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,4,23,8850030302,5,1,0,0,11992.449205,31157705.844,11992.449205,31157705.844,0,0,11992.449205,31157705.844,5141.6976343,6033166.0857,2332.2587473,1241325.4941,0,1,7,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,23,8850030302,5,2,0,0,0,0,0,0,311.00143143,96721.89035,311.00143143,96721.89035,0,0,0,0,0,1,7,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,4,23,8850030302,5,5,7548.8002897,39464150.959,3923.3921736,8566940.6198,11472.192463,83828741.22,3515.3593875,12357751.623,14987.551851,115409662.04,4004.600788,8572466.809,1816.4750013,1763787.2795,0,1,7,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,4,23,8850030302,7,1,355768.21727,23169688992,1089322.3848,147480947968,1445090.6021,169136828617,86949.978291,1306914924.8,1532040.5804,191724276776,619686.41749,30831591838,281087.91503,6343608053.7,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,23,8850030302,7,2,41615.56507,627914751.07,23712.758603,393647041.01,65328.323673,1890493933.3,681.33549462,473035.44172,66009.659167,1892884633.2,29594.602912,288167523.35,13424.023819,59290543.01,0,0,7,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,4,23,8850030302,7,5,19986.088852,357203818.55,103302.85624,912023662.68,123288.94509,1296163956.1,469.70644719,381111.17806,123758.65154,1291867242,70289.919134,641767138.54,31883.298165,132043755.97,0,0,7,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
